ticket_line_id,ticket_id,fecha_hora,store_id,caja_id,cajero_id,customer_id,product_id,descripcion_producto,categoria,subcategoria,cantidad,precio_unitario,descuento_pct,descuento_importe,importe_linea,moneda,canal,observaciones
TL-002126,T-501037,2025-12-25 15:12:54,S004,CAJ07,EMP076,C0044, P1076,Cortina Eco 200x300,Textil hogar,Cortinas,2,204.37,0,0.00,408.74,EUR,POS,
TL-002127,T-501037,2025-12-25 15:12:54,S004,CAJ07,EMP076,C0044,P1029,Figura Luna ★,Decoración,Figuras,1,53.06,25,"13,26",39.80,EUR,POS,
TL-002128,T-501037,2025-12-25 15:12:54,S004,CAJ07,EMP076,C0044,P1061,Sábana Minimal 200x300,Textil hogar,Sábanas,1,"186,87",10,18.69,168.18,EUR,POS,
TL-002129,T-501038,06/12/25 17:16,S005,CAJ02,EMP035,,P1099 ,Figura Eco ★,Decoración,Figuras,1,€198.38,0,0.00,"198,38",EUR,POS,
TL-002130,T-501039,19/04/25 04:00,S003,CAJ04,EMP067,,P1041,Vela Luna ★,Decoración,Velas,2,128.53 EUR,,25.71,231.35,EUR,POS,
TL-002131,T-501040,06/11/25 22:11,S003,CAJ06,EMP071,,P1099,Figura Eco ★,Decoración,Figuras,1,"191,39",0,0.00,"191,39",EUR,POS,
TL-002132,T-501040,06/11/25 22:11,S003,CAJ06,EMP071,,p1014,Cuadro Zen ★,Decoración,Cuadros,1,€73.71,30,22.11,51.60,EUR,POS,
TL-002133,T-501041,02/06/25 02:15,S005,CAJ06,EMP064, C0019,P1071,"Bombilla Aurora ""Star""",Iluminación,Bombillas,3,128.05,5,19.21,364.94,EUR,POS,
TL-002134,T-501041,02/06/25 02:15,S005,CAJ06,EMP064, C0019,P1078,Estantería Atlas 160cm,Muebles,Estanterías,1,"654,75",0,€0.00,654.75,EUR,POS,
TL-002135,T-501041,02/06/25 02:15,S005,CAJ06,EMP064, C0019,P1098,Espejo Boreal ★,Decoración,Espejos,2,"209,24",30,125.54,"292,94",EUR,POS,
TL-002136,T-501042,9 de abril de 2025 23:00,S004,,EMP025,,P1046,"Aplique Atlas ""Star""",Iluminación,Apliques,1,€360.58,40,144.23 EUR,,EUR,POS,
TL-002137,T-501043,05/07/25 00:04,S002,CAJ07,EMP063,c0098, P1016,"Aplique Élite ""Star""",Iluminación,Apliques,2,323.65,0,0.00,€647.30,EUR,POS,
TL-002138,T-501043,05/07/25 00:04,S002,CAJ07,EMP063,c0098,P1031,Cama Nórdico 3 plazas,Muebles,Camas,1,1113.57,0,0.00,"1113,57",EUR,POS,
TL-002139,T-501044,24/09/25 16:44,S003,CAJ05,EMP013,C0015,P1082,Vela Vintage ★,Decoración,Velas,2,"215,06",40,"172,05",258.07,EUR,POS,
TL-002140,T-501044,24/09/25 16:44,S003,CAJ05,EMP013,C0015,P1003,Espejo Atlas ★,Decoración,Espejos,1,"243,20",0,0.00,"243,20",EUR,POS,
TL-002141,T-501044,24/09/25 16:44,S003,CAJ05,EMP013,C0015,P1064,Estantería Minimal 120cm,Muebles,Estanterías,1,403.25,0,0.00,403.25,EUR,POS,
TL-002142,T-501045,27/12/25 08:12,S004,CAJ04,EMP074,,P1040,Manta Boreal 140x200,Textil hogar,Mantas,2,30.34,20,12.14,"48,54",EUR,POS, ⚠️
TL-002143,T-501045,27/12/25 08:12,S004,CAJ04,EMP074,,P1051 ,Alfombra Aurora Set 2 uds,Textil hogar,Alfombras,3,21.63,0,"0,00",64.89,EUR,POS,
TL-002144,T-501046,27/08/25 12:07,S004,CAJ01,EMP012,C0053,P1029,Figura Luna ★,,Figuras,1,"51,55",0,"0,00",51.55,EUR,POS,
TL-002145,T-501047,19/06/25 00:17,S002,CAJ05,EMP031,C0013,P1058,Manta Nórdico 140x200,Textil hogar,Mantas,3,€63.18,0,0.00,189.54 EUR,EUR,POS,
TL-002146,T-501048,25/10/25 02:50,S002,CAJ07,EMP049✓,,P1042,Espejo Minimal ★,Decoración,Espejos,1,78.61,20,"15,72",62.89,EUR,POS,
TL-002147,T-501048,25/10/25 02:50,S002,CAJ07,EMP049✓,,P1094,"Bombilla Zen ""Star""",Iluminación,,4,318.57 EUR,0,0.00 EUR,1274.28,EUR,POS,
TL-002148,T-501048,25/10/25 02:50,S002,CAJ07,EMP049✓,,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,1,"57,73",0,€0.00,"57,73",EUR,POS,
TL-002149,T-501049,26/02/25 02:59,S004,CAJ07,EMP078,c0077,P1098,Espejo Boreal ★,Decoración,Espejos,1,223.73,0,0.00,"223,73",EUR,POS,
TL-002150,T-501050,02/07/25 10:02,S003,CAJ05,EMP049,,P1007,Figura Boreal ★,Decoración,Figuras,1,"262,53",0,0.00,€262.53,EUR,POS,
TL-002151,T-501050,02/07/25 10:02,S003,CAJ05,EMP049,,P1054,Figura Minimal ★,Decoración,Figuras,0,118.68,40,0.00,€0.00,EUR,POS,posible devolución mal registrada
TL-002152,T-501050,02/07/25 10:02,S003,CAJ05,EMP049,,P1005,Cuadro Luna ★,Decoración,Cuadros,2,"178,46",0,0.00,356.92,EUR,POS,
TL-002153,T-501051,09/10/25 05:49,S001,CAJ06,EMP003,C0035,P1078,Estantería Atlas 160cm,Muebles,Estanterías,1,755.96,30,"226,79",529.17 EUR,EUR,POS,
TL-002154,T-501051,09/10/25 05:49,S001,CAJ06,EMP003,C0035,p1018,Cojine Minimal ★,Decoración,Cojines,4,163.10,0,0.00,€652.40,EUR,POS,
TL-002155,T-501052,23/10/25 10:20,S002,CAJ04,EMP049,,P1025,Figura Nórdico ★,Decoración,Figuras,1,96.15 EUR,0,0.00,96.15,EUR,POS,
TL-002156,T-501052,23/10/25 10:20,S002,CAJ04,EMP049,,P1079,Cuadro Boreal ★,Decoración,Cuadros,1,"147,25",20,,117.80,EUR,POS,
TL-002157,T-501052,23/10/25 10:20,S002,CAJ04,EMP049,,P1005,Cuadro Luna ★,Decoración,Cuadros,1,166.05 EUR,0,,,EUR,POS,
TL-002158,T-501052,23/10/25 10:20,S002,CAJ04,EMP049,,P1033 ,Cojine Sol ★,Decoración,Cojines,1,256.96,5,,244.11,EUR,POS,
TL-002159,T-501053,19/04/25 03:56,S005,CAJ08,EMP019, C0009,PX1041,Vela Luna ★,Decoración,Velas,1,"119,64",0,"0,00",,EUR,POS,
TL-002160,T-501053,19/04/25 03:56,S005,CAJ08,EMP019, C0009,P1074,Sábana Vintage Pack 4,,Sábanas,3,"93,45",0,0.00,280.35,EUR,POS,
TL-002161,T-501053,19/04/25 03:56,S005,CAJ08,EMP019, C0009,P1074,Sábana Vintage Pack 4,textil hogar,Sábanas,2,€106.68,30,€64.01,154.35,EUR,POS,
TL-002162, T-501054,10/11/25 16:34,S002,CAJ08,EMP022,,P1001,Cuadro Atlas ★,Decoración,Cuadros,1,30.30,0,,"30,30",EUR,POS,
TL-002163, T-501054,10/11/25 16:34,S002,CAJ08,EMP022,,P1058,Manta Nórdico 140x200,Textil hogar,Mantas,3,"70,62",0,"0,00",211.86,EUR,POS,
TL-002164, T-501054,10/11/25 16:34,S002,CAJ08,EMP022,,P1047,Sofá Atlas 3 plazas,Muebles,,2,536.98,10,107.40,966.56,EUR,POS,
TL-002165, T-501054,10/11/25 16:34,S002,CAJ08,EMP022,,P1099,Figura Eco ★,Decoración,Figuras,1,"166,72",0,0.00,166.72 EUR,EUR,POS,
TL-002166, T-501054,10/11/25 16:34,S002,CAJ08,EMP022,,P1061,Sábana Minimal 200x300,,Sábanas,1,"187,77",10,"18,78",168.99,EUR,POS,
TL-002167,T-501055,2025-03-01 07:26:26,S005,CAJ08,EMP048,C0022,P1029 ,Figura Luna ★,decoración,Figuras,2,47.15,30,28.29 EUR,,EUR,POS,
TL-002168,T-501055,2025-03-01 07:26:26,S005,CAJ08,EMP048,C0022,P1018,Cojine Minimal ★,Decoración,Cojines,1,€176.37,30,"52,91","123,46",EUR,POS,
TL-002169,501056,2025-11-25 18:17:52,S005,CAJ07,EMP007,,P1089,"Bombilla Vintage ""Star""",Iluminación,Bombillas,2,109.57,,0.00,219.14,EUR,POS,
TL-002170,501056,2025-11-25 18:17:52,S005,CAJ07,EMP007,,P1061,Sábana Minimal 200x300,Textil hogar,Sábanas,1,"206,01",,"0,00",206.01,EUR,POS,
TL-002171,501056,2025-11-25 18:17:52,S005,CAJ07,EMP007,,P1076,Cortina Eco 200x300,Textil hogar,Cortinas,3,"218,16",5,"32,72",621.76,EUR,POS,
TL-002172,T-501057,27/01/25 01:10,S002,CAJ04,EMP078,C0063,p1049,"Lámparas techo Boreal ""Star""",Iluminación,Lámparas techo,1,348.18,0,"0,00",348.18,EUR,POS,
TL-002173,T-501057,27/01/25 01:10,S002,CAJ04,EMP078,C0063,P1094,"Bombilla Zen ""Star""",Iluminación,Bombillas,2,"278,34",0,0.00,556.68,EUR,POS,
TL-002174,T-501058,24/08/25 03:49,S004,CAJ08,EMP067,C0053,P1044,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,48.58,0,0.00,€48.58,EUR,POS,
TL-002175,T-501058,24/08/25 03:49,S004,CAJ08,EMP067,C0053,P1081,"Bombilla Élite ""Star""",Iluminación,Bombillas,3,"411,49",0,0.00,"1234,47",EUR,POS,
TL-002176,T-501059,10/06/25 03:58,S001,CAJ06,EMP015,C0555,P1013,"Lámparas techo Brisa ""Star""",Iluminación,Lámparas techo,2,321.04,0,"0,00","642,08",EUR,POS,
TL-002177,T-501059,10/06/25 03:58,S001,CAJ06,EMP015,C0555,P1076,Cortina Eco 200x300,Textil hogar,Cortinas,1,236.37,0,0.00,236.37,EUR,POS,
TL-002178,T-501060,25/02/25 06:28,S004,CAJ03,EMP039,C0060,P1061,Sábana Minimal 200x300,Textil hogar,Sábanas,1,183.43,15,"27,51",155.92,EUR,POS,
TL-002179,T-501060,25/02/25 06:28,S004,CAJ03,EMP039,C0060,P1055,Cuadro Luna ★,Decoración,Cuadros,1,135.10,0,€0.00,€135.10,EUR,POS,
TL-002180,T-501060,25/02/25 06:28,S004,CAJ03,EMP039,C0060,P1012,Sábana Sol 140x200,Textil hogar,,1,8.02 EUR,5,0.40,"7,62",EUR,POS,
TL-002181,T-501061,25/12/25 08:37,S002,CAJ01,EMP019,,P1040,Manta Boreal 140x200,Textil hogar,Mantas,1,31.42,0,0.00,"31,42",EUR,POS,
TL-002182,T-501061,25/12/25 08:37,S002,CAJ01,EMP019,,P1015,"Bombilla Vintage ""Star""",Iluminación,Bombillas,1,86.05,15,"12,91",€73.14,EUR,POS,
TL-002183,T-501061,25/12/25 08:37,S002,CAJ01,EMP019,,p1021,"Bombilla Brisa ""Star""",Iluminación,Bombillas,1,312.48 EUR,25,78.12,234.36,EUR,POS,
TL-002184,T-501061,25/12/25 08:37,S002,CAJ01,EMP019,,P1080,Espejo Boreal ★,,Espejos,1,198.69 EUR,40,79.48,119.21 EUR,EUR,POS,
TL-002185,T-501061,25/12/25 08:37,S002,CAJ01,EMP019,,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,1,"20,09",0,€0.00,€20.09,EUR,POS,
TL-002186,T-501062,29/12/25 17:17,S001,CAJ06,EMP071,C0040,P1038,"Lámparas pie Boreal ""Star""",iluminación,,1,20.32,0,0.00,"20,32",EUR,POS,
TL-002187,T-501062,29/12/25 17:17,S001,CAJ06,EMP071,C0040, P1094,"Bombilla Zen ""Star""",Iluminación,Bombillas,3,293.51,40,352.21,528.32 EUR,EUR,POS,
TL-002188,T-501062,29/12/25 17:17,S001,CAJ06,EMP071,C0040,P1026,Cuadro Vintage ★,Decoración,Cuadros,1,"92,82",0,"0,00",91.82,EUR,POS,
TL-002189,T-501063,22/07/25 08:55,S002,CAJ05,EMP066,,P1075,Cuadro Luna ★,decoración,Cuadros,2,32.23,40,25.78,"38,68",EUR,POS,
TL-002190,T-501063,22/07/25 08:55,S002,CAJ05,EMP066,,p1076,Cortina Eco 200x300,Textil hogar,Cortinas,3,220.09,,"0,00",,EUR,POS,
TL-002191,T-501064,2025-07-19 14:33:46,S003,CAJ02,EMP063,,P1024,Cojine Vintage ★,Decoración,Cojines,3,176.93,0,"0,00","530,79",EUR,POS,
TL-002192,T-501064,2025-07-19 14:33:46,S003,CAJ02,EMP063,,P1053,"Aplique Nórdico ""Star""",Iluminación,,1,239.37,30,71.81,,EUR,POS,
TL-002193,T-501065,23/10/25 23:22,S004,CAJ08,EMP035,c0006,P1087,Jarrone Eco ★,Decoración,Jarrones,2,189.11,0,0.00,"378,22",EUR,POS,
TL-002194,T-501065,23/10/25 23:22,S004,CAJ08,EMP035,c0006,P1001,Cuadro Atlas ★,Decoración,,1,32.71,0,0.00,"32,71",EUR,POS,
TL-002195,T-501065,23/10/25 23:22,S004,CAJ08,EMP035,c0006, P1088,Espejo Élite ★,Decoración,Espejos,1,136.13,0,"0,00","136,13",EUR,POS,
TL-002196,T-501066,09/08/25 15:53,S004,CAJ07,EMP020,C0005,P1055,Cuadro Luna ★,Decoración,Cuadros,1,126.44,0,0.00,"126,44",EUR,POS,
TL-002197, T-501067,17/09/25 23:25,S004,CAJ03,EMP064,,P1026,Cuadro Vintage ★,Decoración,Cuadros,1,90.44,,0.00,"90,44",EUR,POS,
TL-002198,T-501068,17/09/25 07:53,S003,CAJ06,EMP042,C0077,PX1004,Cama Sol 120cm,decoración,Camas,3,1212.37,40,1454.84,€2182.27,EUR,POS,
TL-002199,T-501068,17/09/25 07:53,S003,CAJ06,EMP042,C0077,P1033,Cojine Sol ★,Decoración,Cojines,1,€229.03,0,€0.00,€229.03,EUR,POS,
TL-002200,T-501069,09/10/25 06:44,S004,CAJ06,EMP039,,P1030,Sofá Vintage XL,,,1,€1072.49,10,107.25,965.24,EUR,POS,
TL-002201,T-501070,01/03/25 12:28,S005,CAJ04,EMP032,C0052,P1044,"Bombilla Eco ""Star""",iluminación,Bombillas,1,54.36,15,8.15,46.21,EUR,POS,
TL-002202,T-501071 ,13 de noviembre de 2025 12:55,S002,CAJ02,EMP008,C0048,P1034,Jarrone Atlas ★,,Jarrones,2,"0,00",0,0.00,"0,00",EUR,POS,posible devolución mal registrada
TL-002203,T-501072,02/04/25 07:23,S004,CAJ07,EMP052,C0042,P1015,"Bombilla Vintage ""Star""",Iluminación,,1,75.97,5,3.80,72.17,EUR,POS,
TL-002204,T-501073,05/02/25 20:26,S001,CAJ01,EMP055,c0291,P1003,Espejo Atlas ★,Decoración,Espejos,1,254.22,0,0.00,"254,22",EUR,POS,
TL-002205,T-501074,13 de diciembre de 2025 18:14,S003,CAJ06,EMP012,C0006,P1004,Cama Sol 120cm,decoración,Camas,1,€1082.25,0,0.00,"1082,25",EUR,POS,
TL-002206,T-501074,13 de diciembre de 2025 18:14,S003,CAJ06,EMP012,C0006,P1007,Figura Boreal ★,Decoración,Figuras,1,246.75,0,0.00,246.75,EUR,POS,
TL-002207,T-501074,13 de diciembre de 2025 18:14,S003,CAJ06,EMP012,C0006,P1040,Manta Boreal 140x200,Textil hogar,,1,31.35,0,0.00,31.35,EUR,POS,
TL-002208,T-501074,13 de diciembre de 2025 18:14,S003,CAJ06,EMP012,C0006,SKU-1019,Vela Aurora ★,Decoración,Velas,2,€51.09,,0.00,102.18,EUR,POS,
TL-002209,T-501074,13 de diciembre de 2025 18:14,S003,CAJ06,EMP012,C0006,P1073,Espejo Minimal ★,Decoración,Espejos,1,106.52,0,0.00,"106,52",EUR,POS,
TL-002210,T-501075,22/11/25 00:00,S002,CAJ08,EMP076,C0078,p1051,Alfombra Aurora Set 2 uds,Textil hogar,Alfombras,2,24.89,,0.00,49.78,EUR,POS,
TL-002211,T-501075,22/11/25 00:00,S002,CAJ08,EMP076,C0078,P1053 ,"Aplique Nórdico ""Star""",Iluminación,,1,229.69,0,"0,00",229.69,EUR,POS,
TL-002212,T-501076,2025-05-12 12:31:03,S005,CAJ04,EMP005,C0066,P1082,Vela Vintage ★,Decoración,Velas,1,234.94,20,46.99,187.95,EUR,POS,
TL-002213,T-501076,2025-05-12 12:31:03,S005,CAJ04,EMP005,C0066,P1057,"Lámparas pie Luna ""Star""",Iluminación,Lámparas pie,1,€120.73,0,0.00,120.73,EUR,POS,
TL-002214,T-501077,23/03/25 18:26,S004,CAJ04,EMP040,C0076,P1012 ,Sábana Sol 140x200,Textil hogar,Sábanas,2,8.30,0,€0.00,"16,60",EUR,POS,
TL-002215,T-501077,23/03/25 18:26,S004,CAJ04,EMP040,C0076,P1048,Mesa Minimal 160cm,Muebles,Mesas,1,€486.88,0,"0,00",486.88,EUR,POS,
TL-002216,T-501078,13/08/25 23:11,S002,CAJ02,EMP043,,P1059,Armario Minimal 120cm,Muebles,Armarios,1,750.66,10,€75.07,€675.59,EUR,POS,
TL-002217,T-501079,01/06/25 18:28,S005,CAJ04,EMP005,,P1028,Sábana Zen 90x200,Textil hogar,Sábanas,2,68.13,40,54.50,€81.76,EUR,POS,
TL-002218,T-501079,01/06/25 18:28,S005,CAJ04,EMP005,, P1008,"Bombilla Nórdico ""Star""",Iluminación,Bombillas,1,"28,88",0,0.00 EUR,28.88,EUR,POS,
TL-002219,T-501079,01/06/25 18:28,S005,CAJ04,EMP005,,P1042,Espejo Minimal ★,Decoración,Espejos,1,,0,0.00,83.07,EUR,POS,
TL-002220,T-501079,01/06/25 18:28,S005,CAJ04,EMP005,,P1026,Cuadro Vintage ★,Decoración,Cuadros,1,"78,70",0,0.00,78.70,EUR,POS,
TL-002221,T-501080,13/11/25 19:37,S004,CAJ07,EMP042,C0097,P1048,Mesa Minimal 160cm,Muebles,,2,436.55,0,,"873,10",EUR,POS,
TL-002222,T-501080,13/11/25 19:37,S004,CAJ07,EMP042,C0097,PX1022,Armario Aurora 120cm,Muebles,Armarios,1,"769,97",0,0.00,769.97 EUR,EUR,POS,
TL-002223,T-501080,13/11/25 19:37,S004,CAJ07,EMP042,C0097,p1069,Sofá Zen 120cm,Muebles,Sofás,1,"479,99",20,€96.00,383.99,EUR,POS,
TL-002224,501081,10/12/25 09:31,S002,CAJ07,EMP043,C0026,P1031,Cama Nórdico 3 plazas,Muebles,Camas,2,€1157.52,0,"0,00",2315.04,EUR,POS,
TL-002225,T-501082,17/11/25 03:15,S003,CAJ06,EMP014,,p1012,Sábana Sol 140x200,Textil hogar,Sábanas,3,8.19,0,0.00,24.57,EUR,POS,
TL-002226,T-501082,17/11/25 03:15,S003,CAJ06,EMP014,,P1006,Cortina Élite 200x300,Textil hogar,Cortinas,1,120.49,0,0.00,120.49,EUR,POS,
TL-002227,T-501083,7 de octubre de 2025 06:33,S003,CAJ04,EMP006,C0037,P1097,Sofá Eco 120cm,Muebles,Sofás,1,700.68,0,0.00 EUR,700.68,EUR,POS,
TL-002228,T-501083,7 de octubre de 2025 06:33,S003,CAJ04,EMP006,C0037,P1057,"Lámparas pie Luna ""Star""",Iluminación,Lámparas pie,3,132.39,5,19.86,,EUR,POS,
TL-002229,T-501083,7 de octubre de 2025 06:33,S003,CAJ04,EMP006,C0037,P1068,"Lámparas mesa Minimal ""Star""",Iluminación,Lámparas mesa,0,49.07,0,0.00,"0,00",EUR,POS,
TL-002230,T-501084,25/12/25 11:49,S001,CAJ07,EMP078,C0084,P1002,Sábana Brisa 90x200,Textil hogar,Sábanas,1,181.76,15,27.26,"154,50",EUR,POS,
TL-002231,T-501084,25/12/25 11:49,S001,CAJ07,EMP078,C0084,P1063,Armario Brisa 160cm,Muebles,Armarios,1,"399,88",25,99.97,299.91,EUR,POS,
TL-002232,T-501084,25/12/25 11:49,S001,CAJ07,EMP078,C0084,P1094,"Bombilla Zen ""Star""",Iluminación,Bombillas,5,317.45,15,€238.09,1349.16,EUR,POS,
TL-002233,T-501084,25/12/25 11:49,S001,CAJ07,EMP078,C0084,P1091,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,375.02,0,0.00,"375,02",EUR,POS,
TL-002234,T-501085,16/11/25 01:00,S005,,EMP030,,P1038,"Lámparas pie Boreal ""Star""",,Lámparas pie,1,21.87,40,8.75,,EUR,POS,
TL-002235,T-501085,16/11/25 01:00,S005,,EMP030,,P1038,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,"21,79",0,"0,00",21.79,EUR,POS,
TL-002236,T-501086,15/09/25 14:32,S005,CAJ01,EMP040,,P1051,Alfombra Aurora Set 2 uds,Textil hogar,Alfombras,6,€24.97,0,0.00,149.82,EUR,POS,
TL-002237,T-501086,15/09/25 14:32,S005,CAJ01,EMP040,,p1014,Cuadro Zen ★,Decoración,Cuadros,1,€62.94,0,0.00,62.94,EUR,POS,
TL-002238,T-501087,12/09/25 19:19,S002,CAJ07,EMP043,,P1087,Jarrone Eco ★,Decoración,Jarrones,1,196.13,0,0.00,"196,13",EUR,POS,
TL-002239,501088,2025-06-11 09:26:44,S002,CAJ05,EMP038,C0098,p1036,Cortina Aurora 90x200,Textil hogar,Cortinas,4,25.78,40,41.25,61.87,EUR,POS,
TL-002240,501088,2025-06-11 09:26:44,S002,CAJ05,EMP038,C0098,p1031,Cama Nórdico 3 plazas,Muebles,Camas,3,"1174,46",0,0.00,€3523.38,EUR,POS,
TL-002241,501088,2025-06-11 09:26:44,S002,CAJ05,EMP038,C0098,P1047,Sofá Atlas 3 plazas,Muebles,Sofás,1,493.48 EUR,0,0.00,€493.48,EUR,POS,
TL-002242,501088,2025-06-11 09:26:44,S002,CAJ05,EMP038,C0098,P1038,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,"22,09",20,4.42,17.67,EUR,POS, ⚠️
TL-002243,501088,2025-06-11 09:26:44,S002,CAJ05,EMP038,C0098,P1093,Sofá Atlas XL,Muebles,,1,"456,11",0,€0.00,456.11,EUR,POS,
TL-002244,T-501089,2025-01-02 07:01:16,S005,CAJ02,EMP016,,P1061,Sábana Minimal 200x300,textil hogar,Sábanas,1,,0,€0.00,189.73,EUR,POS,
TL-002245,T-501090,19/04/25 01:56,S004,CAJ08,EMP062,C0025,P6027,Producto desconocido,,,1,"414,10",0,€0.00,414.10,EUR,POS,
TL-002246,T-501090,19/04/25 01:56,S004,CAJ08,EMP062,C0025,P1061 ,Sábana Minimal 200x300,Textil hogar,Sábanas,1,216.10,0,0.00 EUR,"216,10",EUR,POS,
TL-002247,T-501090,19/04/25 01:56,S004,CAJ08,EMP062,C0025,P1024,Cojine Vintage ★,,Cojines,2,199.35,20,79.74,318.96,EUR,POS,
TL-002248,T-501090,19/04/25 01:56,S004,CAJ08,EMP062,C0025,P1059,Armario Minimal 120cm,Muebles,Armarios,3,"772,97",25,579.73,"1739,18",EUR,POS,
TL-002249,501091,04/03/25 06:28,S005,CAJ02,EMP021,,P1090,Armario Sol XL,Muebles,Armarios,1,1319.53,20,"263,91",1055.62,EUR,POS,
TL-002250,501091,04/03/25 06:28,S005,CAJ02,EMP021,,P1097,Sofá Eco 120cm,Muebles,Sofás,1,€766.69,20,"153,34",613.35,EUR,POS,
TL-002251,T-501092,06/06/25 07:11,S003,CAJ07,EMP066,,P1009,Cortina Vintage Pack 4,textil hogar,Cortinas,1,20.14,25,5.04,"15,10",EUR,POS, ⚠️
TL-002252,T-501092,06/06/25 07:11,S003,CAJ07,EMP066,,P1020,Alfombra Zen 200x300,Textil hogar,Alfombras,4,117.68,0,€0.00,470.72,EUR,POS,
TL-002253, T-501093,07/09/25 12:47,S002,CAJ08,EMP059,C0074,P1027,Sábana Nórdico 140x200,Textil hogar,Sábanas,1,"97,89",30,"29,37","68,52",EUR,POS,
TL-002254, T-501093,07/09/25 12:47,S002,CAJ08,EMP059,C0074,P1027,Sábana Nórdico 140x200,Textil hogar,Sábanas,1,€98.81,0,0.00,98.81,EUR,POS,
TL-002255,T-501094,2025-11-24 09:32:17,S003,CAJ01,EMP060,,P1080,Espejo Boreal ★,Decoración,Espejos,1,€190.80,20,"38,16",,EUR,POS,
TL-002256,T-501095,2025-09-05 19:20:21,S005,CAJ06,EMP005,C0014,PX1032,Figura Minimal ★,Decoración,Lamparas mesa,1,"119,05",0,0.00,119.05,EUR,POS,
TL-002257,T-501096,10/06/25 00:23,S002,CAJ07,EMP036,c0095,P1058,Manta Nórdico 140x200,Textil hogar,Mantas,2,60.20 EUR,0,"0,00",120.40,EUR,POS,
TL-002258,T-501097,27 de noviembre de 2025 17:12,S003,CAJ02,EMP068,,P1054,Figura Minimal ★,Decoración,Figuras,2,111.87 EUR,110,246.11 EUR,"-22,37",EUR,POS,
TL-002259,T-501098,23/10/2025,S005,CAJ02,EMP036,,P1058 ,Manta Nórdico 140x200,Textil hogar,Mantas,1,€66.08,0,0.00,66.08,EUR,POS,
TL-002260,T-501098,23/10/2025,S005,CAJ02,EMP036,,P1031,Cama Nórdico 3 plazas,Muebles,Camas,2,1127.27,,0.00,2254.54,EUR,POS,
TL-002261,T-501098,23/10/2025,S005,CAJ02,EMP036,,p1041,Vela Luna ★,,Velas,1,121.30,0,0.00,121.30,EUR,POS,
TL-002262,T-501099,16/01/25 19:42,S005,CAJ05,EMP052, C0095,P1092,Armario Sol Compact,Muebles,Armarios,4,€514.48,0,0.00,€2057.92,EUR,POS,
TL-002263,T-501099,16/01/25 19:42,S005,CAJ05,EMP052, C0095,P1038,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,2,21.00,0,€0.00,€42.00,EUR,POS,
TL-002264,T-501100,11/02/25 12:17,,CAJ08,EMP047,,P1041,Vela Luna ★,Decoración,,1,111.49 EUR,40,"44,60",66.89,EUR,POS,
TL-002265,T-501101,11 de octubre de 2025 00:25,S005,CAJ02,EMP003,,P1093,Sofá Atlas XL,Muebles,Sofás,1,412.99,25,103.25,309.74,EUR,POS,
TL-002266,T-501101,11 de octubre de 2025 00:25,S005,CAJ02,EMP003,,P1002,Sábana Brisa 90x200,Textil hogar,Sábanas,3,"164,46",0,0.00,493.38,EUR,POS,
TL-002267,T-501101,11 de octubre de 2025 00:25,S005,CAJ02,EMP003,,P1059,Armario Minimal 120cm,Muebles,Armarios,1,694.11,40,277.64,416.47,EUR,POS,
TL-002268,T-501101,11 de octubre de 2025 00:25,S005,CAJ02,EMP003,,P1036,Cortina Aurora 90x200,Textil hogar,,1,"24,02",25,6.00,"18,02",EUR,POS,
TL-002269,T-501102,03/04/25 09:29,S001,CAJ05,EMP025,CL0068,P1048,Mesa Minimal 160cm,Muebles,Mesas,3,476.83,5,71.52,1358.97,EUR,POS,
TL-002270,T-501102,03/04/25 09:29,S001,CAJ05,EMP025,CL0068,P1073,Espejo Minimal ★,Decoración,Espejos,1,104.51,0,0.00,104.51,EUR,POS,
TL-002271,T-501102,03/04/25 09:29,S001,CAJ05,EMP025,CL0068,P1084,Espejo Eco ★,Decoración,Espejos,3,"49,43",0,0.00,148.29,EUR,POS,
TL-002272,T-501103,18/02/25 09:48,S004,CAJ05,EMP079,C0015,P1014,Cuadro Zen ★,Decoración,Cuadros,1,75.45,0,€0.00,75.45,EUR,POS,
TL-002273,T-501103,18/02/25 09:48,S004,CAJ05,EMP079,C0015,P1007,Figura Boreal ★,Decoración,Figuras,1,"218,89",0,0.00,218.89,EUR,POS,
TL-002274,T-501103,18/02/25 09:48,S004,CAJ05,EMP079,C0015,P1014,Cuadro Zen ★,Decoración,Cuadros,3,65.08,0,€0.00,195.24,EUR,POS,
TL-002275,T-501103,18/02/25 09:48,S004,CAJ05,EMP079,C0015,P1071,"Bombilla Aurora ""Star""",Iluminación,Bombillas,2,€141.24,0,0.00,282.48,EUR,POS,
TL-002276,T-501104,16/01/25 14:44,S002,CAJ02,EMP032,C0051,PX1033,Cojine Sol ★,,Cojines,1,252.51,0,0.00,"252,51",EUR,POS,
TL-002277,T-501104,16/01/25 14:44,S002,CAJ02,EMP032,C0051,P1003 ,Espejo Atlas ★,Decoración,Espejos,3,247.93,0,€0.00,"743,79",EUR,POS,
